,ETH,score,rank,collection_size,metadata_Earring,metadata_Background,metadata_Fur,metadata_Clothes,metadata_Mouth,metadata_Eyes,metadata_Hat
314,82.0,1.0610004219974956,2832,10000,Silver Hoop,Purple,Brown,Leather Jacket,Bored,3d,Safari
317,142.7,1.1296825657681322,1504,10000,,Yellow,Dmt,Leather Jacket,Tongue Out,Coins,Stuntman Helmet
318,34.25,0.9991557385019464,4529,10000,,Blue,Cream,Lumberjack Shirt,Phoneme  ooo,Closed,Cowboy Hat
319,34.0,0.840255724173378,9292,10000,,,,,,,
320,79.9895,1.2268513754264423,458,10000,Gold Stud,Blue,Black,Vietnam Jacket,Small Grin,Sunglasses,Safari
321,4.499,1.0259404722641785,3723,10000,,Purple,Pink,Blue Dress,Small Grin,Robot,
323,180.0,1.039579567908161,3331,10000,,,,,,,
324,37.99,0.9997640823742424,4513,10000,,,,,,,
325,70.0,0.8593275110691642,8945,10000,,Purple,Black,Smoking Jacket,Dumbfounded,Bloodshot,
326,0.3,0.9147568226160852,7476,10000,,Yellow,Red,Bone Necklace,Bored,Sleepy,Bowler
327,65.2,1.1546444373733449,1146,10000,Silver Hoop,Army Green,Black,Prison Jumpsuit,Phoneme Vuh,Sad,Safari
328,169.0,1.1569250719797353,1123,10000,,,,,,,
329,119.0,0.8822522960306521,8425,10000,,Purple,Red,,Bored,Sunglasses,S&m Hat
330,13.99,0.86308535708198,8871,10000,,Yellow,Red,Service,Bored,Closed,
331,57.8061,0.8012365608514856,9759,10000,,Army Green,Dark Brown,Sleeveless T,Bored,Coins,
332,79.65,0.738721955586256,9978,10000,,New Punk Blue,Brown,Tuxedo Tee,Bored,Bored,
333,90.0,1.0103326278610316,4178,10000,Gold Hoop,Aquamarine,Gray,Striped Tee,Bored Pipe,Bored,
334,1.5,1.0506883131579292,3036,10000,Gold Hoop,Orange,Cheetah,Wool Turtleneck,Bored,Bored,Cowboy Hat
335,99.0,0.9185247739582448,7331,10000,,Yellow,Black,Bone Tee,Bored,Coins,Police Motorcycle Helmet
336,0.49,0.7907708159167747,9833,10000,,Aquamarine,Pink,Vietnam Jacket,Bored,Bored,
337,1.0,1.248513025321916,324,10000,,,,,,,
338,3.0,0.8706870977928427,8701,10000,,Blue,Dark Brown,Pimp Coat,Bored,Heart,
339,2.0,0.9912692230686104,4809,10000,,,,,,,
340,43.9,0.9892056284553216,4869,10000,,Aquamarine,Pink,Bayc T Red,Bored Unshaven,Bloodshot,Ww2 Pilot Helm
341,88.0,0.8660729255500128,8797,10000,Gold Hoop,Army Green,Brown,,Bored Unshaven,Bored,Horns
342,162.0,1.0039340739588103,4376,10000,,,,,,,
343,1.5,1.04423083467274,3218,10000,,,,,,,
344,6.5,0.8912648921657005,8185,10000,,Purple,Red,,Bored,Zombie,
345,10.0,1.106637591645887,1854,10000,Silver Hoop,Blue,Brown,Hip Hop,Bored Unshaven,Heart,Bayc Hat Black
346,20.0,0.8179054031434294,9596,10000,,Yellow,Dark Brown,Bayc T Black,Bored,Heart,
347,93.5,0.7496412991479984,9957,10000,,Gray,Dark Brown,Bone Necklace,Bored,Bored,
348,128.0,1.2777512718043629,196,10000,Gold Stud,Army Green,Dark Brown,Black T,Bored Kazoo,Heart,Faux Hawk
349,98.69,1.0943309593952015,2114,10000,,Orange,Cheetah,Toga,Jovial,Crazy,Faux Hawk
350,0.34,0.8886252534100416,8266,10000,,Blue,Tan,,Grin,Bored,Party Hat 2
352,120.6942,0.9634141777878364,5771,10000,,Aquamarine,Blue,Sailor Shirt,Phoneme Oh,Coins,
353,31.969,0.7849624156940616,9867,10000,,New Punk Blue,Dark Brown,Tanktop,Bored,Closed,
355,140.0,0.9452719006075568,6412,10000,Silver Hoop,Orange,Tan,,Bored,Heart,Spinner Hat
356,64.77,1.2269066349931992,457,10000,Silver Hoop,New Punk Blue,Red,Bayc T Black,Phoneme L,Eyepatch,Army Hat
357,148.95,0.933979559380728,6821,10000,,Yellow,Brown,Tuxedo Tee,Phoneme L,Bored,Vietnam Era Helmet
358,80.0,1.330887358418984,66,10000,,,,,,,
359,52.5,0.8754705871221257,8594,10000,,Aquamarine,Pink,Black T,Jovial,Bored,
360,0.888,1.060177334461894,2848,10000,,Yellow,Cheetah,Tweed Suit,Bored Bubblegum,Sunglasses,
361,7.899,0.9151499069579078,7464,10000,,Gray,Pink,Tuxedo Tee,Bored Unshaven,Closed,Cowboy Hat
364,59.69,0.7459831494783256,9966,10000,,,,,,,
366,113.0,0.8286225521973456,9469,10000,,Army Green,Black,Sailor Shirt,Bored Unshaven,Sleepy,Beanie
368,54.0,0.8516874049807394,9082,10000,,Army Green,Cream,,Bored Unshaven,Sleepy,
369,0.49,0.7641083299597388,9928,10000,,Aquamarine,Brown,Black Holes T,Bored Unshaven,Bored,
370,6.55,1.218428825647791,520,10000,Silver Hoop,Aquamarine,White,Black Holes T,Bored Unshaven Kazoo,Bored,Halo
371,71.7,1.025887692771675,3724,10000,,Aquamarine,Black,Rainbow Suspenders,Phoneme L,Angry,Army Hat
372,165.0,1.0709361598561395,2592,10000,Gold Hoop,Gray,Tan,,Bored Bubblegum,Bloodshot,Army Hat
373,51.97,0.9000934566682908,7930,10000,,Blue,Dark Brown,Tanktop,Bored Cigarette,X Eyes,
374,77.5,1.0634326386973296,2770,10000,,Yellow,White,Biker Vest,Phoneme Wah,3d,Commie Hat
375,1.79,1.2172065767309472,536,10000,Silver Stud,Blue,Red,Bone Tee,Grin,Sad,Laurel Wreath
376,3.0,0.9046348536598646,7779,10000,,Orange,Gray,Bayc T Red,Bored,Bored,Bunny Ears
378,59.0,0.8966552026310408,8027,10000,,Blue,Zombie,Puffy Vest,Bored Unshaven,Sad,
379,40.0,1.1689596746988924,991,10000,,,,,,,
380,1.66,1.0121226966301482,4119,10000,,Army Green,Dark Brown,Sleeveless Logo T,Bored Unshaven,Laser Eyes,Halo
381,6.99,0.8818153372169052,8431,10000,,,,,,,
384,120.0,1.1052909253070524,1877,10000,Gold Stud,Purple,Brown,Sleeveless T,Bored Unshaven,Bloodshot,Party Hat 2
385,83.9,0.913762236014109,7499,10000,,Army Green,Black,Leather Punk Jacket,Bored Unshaven,Coins,Halo
386,9.5,0.8634613436912876,8869,10000,,,,,,,
387,3.7800000000000002,1.0351296138073929,3454,10000,Gold Hoop,Orange,Brown,Guayabera,Bored,Closed,Cowboy Hat
388,2.75,0.9840748423491092,5059,10000,,Blue,Cream,Striped Tee,Dumbfounded,Scumbag,Fez
389,65.69,1.0072748637712077,4264,10000,,New Punk Blue,Black,Hawaiian,Phoneme Wah,Robot,Fez
390,75.0,0.9991892923021144,4528,10000,,Blue,Robot,Prison Jumpsuit,Bored Unshaven,Heart,Bayc Hat Black
391,124.0,1.128722430851604,1524,10000,Gold Stud,Blue,Pink,Lumberjack Shirt,Bored,Sad,S&m Hat
392,120.0,1.0551227865563568,2954,10000,,,,,,,
393,108.5,1.1277715619660744,1531,10000,Silver Stud,Purple,Pink,Smoking Jacket,Bored Cigarette,Closed,Army Hat
394,0.49,0.8929418200984814,8131,10000,,Purple,Cream,,Grin,Closed,Irish Boho
395,75.0,0.9684286497868088,5622,10000,,Orange,Gray,Leather Jacket,Bored,Sad,Party Hat 1
396,88.0,0.9924817966924194,4778,10000,,Yellow,Black,Wool Turtleneck,Bored Kazoo,Crazy,
397,104.88,0.8940290385388312,8099,10000,,,,,,,
399,24.99,0.9722706954347036,5490,10000,,Aquamarine,Dark Brown,,Grin Multicolored,Bloodshot,Party Hat 1
403,129.99,1.1731191369706564,951,10000,Silver Stud,Yellow,Black,Wool Turtleneck,Phoneme Vuh,Heart,Spinner Hat
404,72.0,1.1165711054024714,1690,10000,Silver Stud,Yellow,Zombie,Hawaiian,Bored Unshaven,3d,Halo
406,0.269,0.9735661271873628,5446,10000,,Army Green,Cream,Wool Turtleneck,Bored Cigarette,Angry,Commie Hat
407,88.888,0.8765226683683265,8563,10000,,Gray,Black,Sleeveless T,Bored,X Eyes,Beanie
408,179.0,0.9973239693513776,4597,10000,,Blue,Red,Rainbow Suspenders,Phoneme Oh,Sad,
409,74.9,1.084711728237017,2316,10000,,Orange,Tan,Striped Tee,Phoneme Wah,Robot,Ww2 Pilot Helm
410,23.69,1.115012755837886,1718,10000,,,,,,,
411,79.8,0.9438001621397576,6469,10000,,,,,,,
412,69.0,0.8408518220256406,9279,10000,,Yellow,Brown,Toga,Grin,Bloodshot,
413,1.3,0.9824463655943848,5120,10000,,New Punk Blue,Death Bot,Tanktop,Bored,Crazy,Short Mohawk
414,59.99,1.1972968096892311,707,10000,Gold Stud,Blue,Black,Bone Necklace,Bored Cigar,3d,Beanie
415,1.4,0.977638192160832,5298,10000,,Blue,Cream,,Bored Unshaven Pipe,Heart,Beanie
417,58.0,0.9072830584345064,7695,10000,,New Punk Blue,Dmt,Striped Tee,Bored Unshaven,Robot,
418,107.9,1.0157088985210072,4011,10000,Silver Stud,Yellow,Blue,,Jovial,Bloodshot,Irish Boho
419,37.0,1.1701625030453058,980,10000,Gold Hoop,Purple,Black,Hawaiian,Phoneme  ooo,3d,Commie Hat
420,80.75,0.8705377945085931,8706,10000,Silver Hoop,Yellow,Gray,,Bored Unshaven,Bored,Halo
421,83.83,1.0403799365217197,3316,10000,,Orange,Brown,Sleeveless T,Phoneme  ooo,3d,Bandana Blue
422,99.0,1.0854373473546153,2302,10000,Silver Hoop,Army Green,White,Black T,Bored Cigarette,Bored,Bayc Hat Black
423,4.49,1.1611725691256705,1075,10000,Silver Hoop,Army Green,Black,Black T,Jovial,Hypnotized,Short Mohawk
424,10.47,1.1930222675920172,743,10000,Cross,Orange,Dark Brown,Bayc T Black,Phoneme Vuh,Bloodshot,Halo
425,0.36,1.034815477974924,3465,10000,,Army Green,White,Prom Dress,Phoneme Oh,Bored,Bowler
426,120.0,0.8545491613383733,9025,10000,,,,,,,
428,7.5,0.945669549655512,6397,10000,,Orange,Black,Bayc T Red,Bored,Blindfold,Bayc Flipped Brim
429,103.99,1.120991815919441,1617,10000,,,,,,,
430,0.16,0.9256934655745308,7106,10000,,,,,,,
434,64.0,1.1611062060078576,1076,10000,Silver Hoop,Army Green,Tan,Kings Robe,Dumbfounded,Bored,Bayc Flipped Brim
435,80.0,1.0060223359384006,4308,10000,,Army Green,Zombie,Puffy Vest,Bored Unshaven,X Eyes,Army Hat
436,0.75,0.9724234429239854,5485,10000,Silver Hoop,New Punk Blue,Pink,Guayabera,Phoneme  ooo,Bored,
437,153.67,1.039141569771101,3343,10000,,,,,,,
438,1.84,0.7863092901608965,9855,10000,,Blue,Brown,,Bored,Bloodshot,Irish Boho
439,12.0,0.7628850185026822,9931,10000,,Gray,Cream,Black T,Bored,Bored,
441,78.99,0.9691955160741706,5595,10000,,Blue,Cream,Biker Vest,Phoneme Wah,Wide Eyed,
442,0.64,0.9011308690065708,7909,10000,,Army Green,Blue,Tanktop,Small Grin,Bored,
443,88.0,1.071786876245756,2568,10000,,Purple,Pink,Rainbow Suspenders,Bored Unshaven Cigarette,Angry,Stuntman Helmet
444,74.0,0.8964494558488638,8039,10000,,Purple,Cream,,Phoneme Oh,Bored,Bowler
445,0.194,0.9074214391511052,7694,10000,,Orange,Golden Brown,Lumberjack Shirt,Bored,Sunglasses,Fez
447,7.29,0.8941307867501458,8096,10000,,Yellow,Cheetah,Sailor Shirt,Bored Unshaven,Eyepatch,
448,7.5,1.1489636995186092,1222,10000,Silver Hoop,Orange,Zombie,Tanktop,Grin,Sad,Fez
449,400.0,1.1150001612594145,1719,10000,,Gray,Zombie,Black Suit,Grin Diamond Grill,Bored,Beanie
450,71.25,0.932816746069785,6861,10000,,Blue,Dark Brown,Biker Vest,Bored Cigarette,Wide Eyed,S&m Hat
451,0.3,1.0393317792044832,3337,10000,Silver Stud,New Punk Blue,Cream,Striped Tee,Bored Unshaven,Sleepy,Short Mohawk
452,90.0,1.1485720714847052,1230,10000,Silver Stud,Blue,Blue,Space Suit,Bored Cigarette,Sad,Beanie
453,1.88,1.307926631945499,113,10000,Silver Hoop,Army Green,White,Bayc T Black,Bored Unshaven Party horn,Crazy,Short Mohawk
454,8.5,0.9753233469432028,5372,10000,,New Punk Blue,Gray,Striped Tee,Phoneme Vuh,Bored,Bayc Hat Red
455,3.4986,0.995389102052695,4665,10000,,,,,,,
456,45.3,0.9823858319691976,5122,10000,,Army Green,Cream,Toga,Discomfort,Bored,Bowler
458,32.95,0.9596692407840786,5909,10000,Silver Hoop,Aquamarine,Cream,Hawaiian,Dumbfounded,Closed,
459,9.99,1.1275994102039748,1532,10000,Gold Hoop,Blue,Brown,Leather Punk Jacket,Bored Unshaven,Crazy,S&m Hat
460,45.0,0.9159816623900048,7424,10000,,Blue,Brown,Bayc T Red,Grin,Wide Eyed,Beanie
462,51.0,0.9785992162186472,5262,10000,,,,,,,
463,4.532949216339627,1.0130344841067684,4089,10000,,Aquamarine,Cream,,Bored Pipe,Wide Eyed,Stuntman Helmet
464,49.9,0.8251344207437358,9520,10000,,Aquamarine,Brown,Striped Tee,Phoneme Oh,Bored,
465,3.3999,0.814862067729899,9626,10000,,Purple,Gray,Service,Bored,Bored,
467,42.75,1.1606626434932892,1079,10000,Gold Hoop,Gray,Brown,Vietnam Jacket,Bored Unshaven,Scumbag,Stuntman Helmet
468,90.0,0.8764702971526649,8565,10000,,Purple,Brown,,Bored Unshaven,Heart,Bayc Hat Red
469,50.0,1.0905543721236417,2184,10000,Gold Hoop,Blue,Blue,Black T,Bored,Sleepy,Bayc Hat Black
470,96.0,1.016393247613027,3992,10000,,Blue,Red,Tie Dye,Discomfort,Crazy,
471,10.0,0.9557905695604724,6049,10000,Gold Hoop,Army Green,Cream,Pimp Coat,Bored Unshaven,Bored,
472,36.0,0.9199076189793528,7282,10000,,Yellow,Dark Brown,Bayc T Black,Bored Cigarette,Bloodshot,Vietnam Era Helmet
473,0.7910292708424078,1.0151106430415635,4032,10000,Silver Stud,Yellow,Zombie,,Bored Cigar,Closed,
474,0.13,0.8913023296804002,8183,10000,Silver Hoop,Purple,Pink,,Bored Unshaven,Eyepatch,
475,41.469,0.8879230953953878,8281,10000,,New Punk Blue,Blue,Lumberjack Shirt,Bored Unshaven,Angry,
476,0.48,1.2183694505295026,522,10000,,,,,,,
477,1.5999,0.9600053402281904,5896,10000,,,,,,,
478,2.7,1.1735653498092382,946,10000,,,,,,,
481,50.0,1.0285200902477265,3637,10000,,,,,,,
484,1.83,0.799662675824048,9772,10000,,Aquamarine,Pink,,Bored,Bored,
485,5.4,0.8545240307461901,9027,10000,,Aquamarine,Tan,,Bored,Coins,Bayc Hat Black
486,81.501,0.9189309067208852,7315,10000,,,,,,,
487,121.95,0.879661472378308,8482,10000,,Yellow,Gray,Puffy Vest,Bored,Zombie,
489,4.02,0.929237550201758,6973,10000,,New Punk Blue,Black,,Dumbfounded,Eyepatch,Safari
490,2.0,0.9595637943808694,5914,10000,,Yellow,Black,,Phoneme L,Angry,Stuntman Helmet
491,0.182,1.025811698683847,3726,10000,,,,,,,
492,90.0,0.9437630411470954,6474,10000,,,,,,,
493,124.0,0.9785859452593352,5263,10000,Gold Hoop,Blue,Black,Hawaiian,Jovial,Bloodshot,
494,19.0,1.0484344886930603,3105,10000,,,,,,,
495,0.77,0.9421970597963212,6539,10000,,New Punk Blue,Dark Brown,Sleeveless Logo T,Bored Unshaven,Eyepatch,Bowler
496,1.08,1.05773461570149,2901,10000,,Gray,Red,,Bored Unshaven Kazoo,Sunglasses,Halo
497,0.33,0.9355710410216728,6766,10000,,Blue,Blue,,Phoneme Vuh,Robot,Beanie
499,100.0,1.1784303913496523,889,10000,,,,,,,
500,0.38,1.1030303285285774,1919,10000,Silver Stud,Yellow,Tan,Puffy Vest,Jovial,Bored,Fez
501,44.9,1.2428992590844583,344,10000,Silver Stud,New Punk Blue,Pink,Black T,Bored Cigar,Crazy,Irish Boho
503,3.0,0.9959585611838268,4647,10000,,Orange,Golden Brown,,Phoneme Wah,Robot,
504,0.39,0.879243308029888,8494,10000,,Army Green,Dark Brown,Leather Jacket,Bored,Heart,Cowboy Hat
506,2.19,0.8964905660743286,8035,10000,,Aquamarine,Black,Work Vest,Grin,Robot,
507,88.8,1.0692429841797595,2633,10000,,Aquamarine,Red,Hip Hop,Bored Pipe,Bloodshot,Halo
508,76.6316,0.827084909661037,9494,10000,,New Punk Blue,Dark Brown,,Bored Unshaven,Crazy,Short Mohawk
509,57.5,1.1531811124097426,1166,10000,,,,,,,
510,61.42,1.01798877319614,3944,10000,,Yellow,White,Vietnam Jacket,Phoneme Wah,Bored,S&m Hat
511,0.99,0.921969608867172,7208,10000,,Army Green,Pink,,Bored,Zombie,Party Hat 1
512,119.0,1.2980670413278304,137,10000,Silver Hoop,Yellow,Black,Prison Jumpsuit,Bored Unshaven Pizza,Zombie,Horns
513,1.25,1.2338475954661452,402,10000,,Gray,Zombie,Sleeveless Logo T,Phoneme L,Laser Eyes,Faux Hawk
515,38.9,1.0501549371462668,3052,10000,,Aquamarine,Red,Puffy Vest,Phoneme Vuh,3d,Safari
516,41.0,1.092341493294548,2150,10000,Silver Hoop,Purple,Dark Brown,Sleeveless T,Bored,Zombie,Prussian Helmet
518,35.0,0.9522349028458512,6173,10000,,Yellow,Tan,,Phoneme L,Crazy,Fez
519,7.97,0.9103869572353808,7597,10000,,Gray,Dark Brown,Sailor Shirt,Bored Unshaven,Wide Eyed,Stuntman Helmet
520,1.9,1.0870877376599706,2260,10000,,,,,,,
521,0.5,0.8980869002501929,7993,10000,,New Punk Blue,Cream,Puffy Vest,Bored,Bored,Ww2 Pilot Helm
523,110.0,0.9169597175826608,7383,10000,Silver Stud,New Punk Blue,Black,,Grin,Bloodshot,Bowler
524,25.0,0.8912563578127934,8186,10000,Silver Hoop,Orange,Zombie,Black Holes T,Bored,Bored,
525,18.0,0.961164965195404,5857,10000,Diamond Stud,Blue,Pink,,Bored,X Eyes,
526,4.69,1.0026935548947484,4418,10000,,,,,,,
527,93.0,0.9276726291971336,7027,10000,,Yellow,White,Service,Bored,X Eyes,
528,0.313,0.985078832434532,5017,10000,,Orange,Gray,Cowboy Shirt,Bored,Hypnotized,Fez
531,4.8,0.9626278238051368,5798,10000,,New Punk Blue,Gray,Bone Tee,Bored Unshaven,Sad,Safari
532,77.696969,1.12242941186245,1593,10000,,Blue,Red,Tie Dye,Bored Kazoo,Closed,Vietnam Era Helmet
533,107.4321,0.970438264879154,5559,10000,Gold Hoop,Army Green,Brown,,Bored Cigarette,Heart,Short Mohawk
534,1.41,1.0871936704940326,2256,10000,Gold Hoop,Army Green,Black,Sleeveless T,Dumbfounded,Sleepy,Beanie
536,43.33,0.9844735017087074,5040,10000,,,,,,,
537,0.419,0.9429865184858396,6512,10000,,Yellow,Dark Brown,Prison Jumpsuit,Grin,Bloodshot,Prussian Helmet
538,6.9,0.981934860721736,5145,10000,Gold Hoop,New Punk Blue,Brown,Biker Vest,Grin,Eyepatch,
539,90.0,1.1988507158848352,686,10000,Gold Hoop,Yellow,Brown,Leather Punk Jacket,Grin Multicolored,Bored,Safari
540,43.0,0.9254174940475444,7115,10000,Gold Hoop,Blue,Golden Brown,Hawaiian,Bored,3d,
541,169.0,0.8929308068125521,8132,10000,,Purple,White,Toga,Bored Unshaven,3d,
542,12.6,1.0325379703056243,3528,10000,,New Punk Blue,Dmt,Leather Punk Jacket,Bored Unshaven Cigarette,Sad,Beanie
543,99.0,0.988488780626804,4895,10000,,Blue,Brown,Bone Tee,Phoneme  ooo,Bloodshot,Stuntman Helmet
544,114.0,0.9170665004843788,7379,10000,,Army Green,Golden Brown,Prison Jumpsuit,Phoneme  ooo,Bloodshot,
545,26.8,0.9174744529457142,7359,10000,,Blue,Death Bot,Black T,Bored Unshaven,Angry,
546,0.39713482893494584,0.9258189802135608,7100,10000,Silver Hoop,Orange,White,,Bored Cigarette,3d,
547,3.47,0.873047918533635,8647,10000,,Orange,Dark Brown,,Bored Unshaven,Blindfold,Bunny Ears
548,1.84,0.973997825255256,5426,10000,,Aquamarine,Tan,,Bored Unshaven Cigarette,Angry,Police Motorcycle Helmet
549,7.1,1.050153915766754,3053,10000,,,,,,,
550,1.22,1.0854154706466683,2303,10000,,Aquamarine,Dmt,Space Suit,Dumbfounded,Coins,Army Hat
551,0.4,0.9155364579890486,7449,10000,,New Punk Blue,Cream,Prison Jumpsuit,Bored Unshaven,Bloodshot,Irish Boho
552,73.63995,0.8990425914677654,7961,10000,,Orange,Gray,Cowboy Shirt,Bored,Crazy,
553,4.1,1.123421281285255,1582,10000,,,,,,,
554,1.5,1.1872013737178504,792,10000,Diamond Stud,New Punk Blue,Red,Puffy Vest,Bored,Angry,Bunny Ears
556,0.75,1.2271566441617603,454,10000,Gold Hoop,Yellow,Golden Brown,Smoking Jacket,Jovial,Wide Eyed,Stuntman Helmet
557,38.77,1.1007534772048269,1970,10000,,,,,,,
558,55.0,0.8677280260449367,8764,10000,,Gray,Dark Brown,Cowboy Shirt,Bored,Bored,Sushi Chef Headband
559,27.5,1.0439707839614325,3224,10000,,Gray,Gray,Tuxedo Tee,Discomfort,Closed,Irish Boho
560,0.4,1.0021246877523535,4434,10000,,Purple,Gray,Sleeveless Logo T,Grin,3d,Short Mohawk
561,179.0,0.9719680025095232,5504,10000,,New Punk Blue,Death Bot,Sleeveless Logo T,Bored Unshaven,Sunglasses,
562,40.0,0.8565936721554273,8986,10000,,,,,,,
563,8.75,1.182730323686629,843,10000,Silver Hoop,Army Green,Blue,Sleeveless T,Dumbfounded,Heart,Bayc Hat Black
564,95.0,0.9413338313726832,6570,10000,,Army Green,Golden Brown,Tanktop,Bored Unshaven Cigarette,Zombie,
566,49.0,1.1004007652838212,1977,10000,Gold Hoop,Army Green,Brown,Prison Jumpsuit,Bored Cigarette,Closed,Halo
567,6.69,1.039621215629578,3330,10000,,Blue,Tan,Pimp Coat,Bored,Holographic,Bayc Flipped Brim
568,18.0,1.062775535154172,2784,10000,,Army Green,White,Biker Vest,Bored Unshaven Cigarette,Zombie,Sushi Chef Headband
571,0.64,1.0155447304072305,4018,10000,Silver Hoop,Purple,Black,,Small Grin,Heart,Bunny Ears
572,3.1,0.8544215302020233,9028,10000,,Army Green,Black,Lumberjack Shirt,Grin,Closed,
574,94.0,0.9066608326743556,7722,10000,Cross,Army Green,Brown,Striped Tee,Bored,Bloodshot,
575,98.0,0.8441281168871329,9221,10000,,New Punk Blue,Dark Brown,Tuxedo Tee,Bored,Sleepy,Halo
576,96.73,0.9173146157663048,7366,10000,,Yellow,Gray,Rainbow Suspenders,Bored,Bored,Stuntman Helmet
577,2.1,0.9402661900469796,6611,10000,,,,,,,
578,7.6,0.9161934357889816,7412,10000,Gold Hoop,Blue,Dark Brown,,Bored,Robot,Halo
579,47.0,0.99792988333377,4570,10000,,Gray,Brown,Sleeveless Logo T,Tongue Out,Hypnotized,
580,86.0,1.081779982059338,2372,10000,,,,,,,
581,0.29,0.8246145706520828,9524,10000,,Yellow,Black,Sailor Shirt,Bored,Bored,Spinner Hat
582,169.42,0.9865189917108088,4972,10000,,Yellow,Black,Hip Hop,Small Grin,Scumbag,
583,5.8,1.0799266457167205,2412,10000,Gold Stud,Aquamarine,Dark Brown,Blue Dress,Jovial,Eyepatch,
584,0.3,0.9135817749808997,7504,10000,,New Punk Blue,Brown,Sailor Shirt,Bored,Angry,Party Hat 1
585,0.2499,0.8775158726451106,8542,10000,,New Punk Blue,Brown,Tanktop,Bored Cigarette,Bored,S&m Hat
586,77.0,0.8810960736212793,8445,10000,,Blue,Black,,Grin,Coins,
587,0.4499,1.1418680354225186,1314,10000,Gold Stud,Yellow,Brown,Biker Vest,Bored Unshaven Cigarette,Closed,Vietnam Era Helmet
588,140.0,1.0453463660252909,3175,10000,,Gray,Tan,Pimp Coat,Small Grin,Coins,Beanie
589,169.0,1.1627682900729437,1059,10000,Gold Hoop,Yellow,Pink,Leather Jacket,Bored Cigarette,Bored,Bayc Hat Red
592,132.24,1.0002045070140058,4505,10000,,New Punk Blue,Pink,Sailor Shirt,Bored,Laser Eyes,Fez
593,108.0,0.9117886584728524,7555,10000,,Purple,Red,Black T,Bored Cigarette,Bored,S&m Hat
595,0.75,1.2629554189937708,255,10000,Silver Hoop,Aquamarine,Blue,Wool Turtleneck,Grin Diamond Grill,Angry,Army Hat
596,77.0,1.0493058064838852,3077,10000,,Orange,Zombie,Tie Dye,Bored Unshaven,Robot,Faux Hawk
597,0.57,1.0674011573166606,2684,10000,,Blue,Cheetah,Bone Tee,Phoneme L,Sad,Sushi Chef Headband
598,194.0,1.0406638748957986,3311,10000,,Orange,Black,,Phoneme  ooo,Laser Eyes,Bunny Ears
599,1.8,0.89686688922619,8021,10000,,Purple,Brown,Tanktop,Bored,Sleepy,Ww2 Pilot Helm
601,95.0,0.8220148071924532,9561,10000,,Aquamarine,Brown,Striped Tee,Bored Unshaven,Bloodshot,Cowboy Hat
602,65.5,0.913706856390786,7502,10000,,,,,,,
603,1.85,1.0472721697113698,3137,10000,,Army Green,Brown,Toga,Small Grin,Scumbag,Bunny Ears
604,88.0,0.8792591054747344,8493,10000,,Gray,Golden Brown,Black Holes T,Bored Unshaven,Sunglasses,
605,0.28,0.9256325898467984,7108,10000,,Army Green,Dark Brown,Sleeveless T,Phoneme L,Crazy,
606,2.5,1.1389437664790705,1360,10000,Gold Hoop,New Punk Blue,Tan,Bone Necklace,Bored,Coins,Safari
607,125.0,1.006480826753449,4294,10000,,Gray,Brown,Bone Tee,Bored Unshaven Pipe,Closed,Cowboy Hat
608,100.69,1.1409784948579509,1326,10000,Silver Stud,Purple,Blue,Hawaiian,Bored Unshaven,Eyepatch,Spinner Hat
609,80.5,1.0871697947078762,2258,10000,Gold Hoop,Purple,Gray,Bandolier,Bored Kazoo,Bored,
610,51.0,0.9481351121961116,6315,10000,,Blue,Gray,Hawaiian,Bored Unshaven,Sunglasses,Commie Hat
611,59.0,1.0057404268359624,4317,10000,,Aquamarine,Gray,Wool Turtleneck,Bored,Scumbag,Bayc Hat Red
612,17.469,0.9462394131840164,6377,10000,,Army Green,Brown,Sleeveless Logo T,Bored Cigarette,3d,Cowboy Hat
615,84.76,0.9600216592134954,5893,10000,,Blue,Tan,Striped Tee,Bored,X Eyes,Police Motorcycle Helmet
616,94.9,1.0025359021493871,4424,10000,Gold Hoop,Yellow,Black,,Bored Unshaven Cigarette,Eyepatch,Cowboy Hat
617,99.0,0.9373824003326396,6712,10000,,Gray,Blue,Bone Tee,Grin,Sunglasses,
618,34.97,0.9163806795439804,7406,10000,,Yellow,Cream,Vietnam Jacket,Grin,Closed,Beanie
619,44.5,1.1089143123294087,1824,10000,Gold Hoop,Orange,Brown,Black T,Bored,Sunglasses,Bayc Hat Red
620,145.0,1.1893523146938163,777,10000,,Purple,Gray,Toga,Bored Pipe,Laser Eyes,Bayc Flipped Brim
621,49.0,0.8911578774880866,8189,10000,,,,,,,
623,37.95,0.9400004639957809,6623,10000,,Yellow,Cream,,Grin,Hypnotized,Army Hat
624,31.0,0.965662132113096,5700,10000,,Orange,Golden Brown,Tanktop,Bored Unshaven,X Eyes,S&m Hat
625,1.9,0.841263963811083,9275,10000,,New Punk Blue,Brown,Navy Striped Tee,Bored Unshaven,X Eyes,
627,2.35,1.3058137980804467,118,10000,Gold Stud,Army Green,Trippy,Lumberjack Shirt,Phoneme Oh,Closed,Fez
628,90.0,1.0004876599910828,4493,10000,,Gray,Robot,Admirals Coat,Bored,Bored,Faux Hawk
629,55.5,0.8452348191603593,9197,10000,,New Punk Blue,Brown,Puffy Vest,Bored,Sleepy,Halo
630,3.3,0.9577942867571924,5968,10000,,Yellow,Zombie,Bayc T Black,Bored,Wide Eyed,Bayc Flipped Brim
